Date,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Missing
SEP 2021,16.93479247608779,20.14506327975624,26.52918367051894,14.21625074506957,20.28467798442135,1.890031844146026
APR 2022,17.05785507552488,18.44812542397786,27.93129428503175,12.83527739061741,22.81289793258917,.9145498922588898
SEP 2022,12.67963648781787,20.00086485635363,32.3361753976979,15.78410505562637,17.56281522329922,1.63640297920482
JAN 2023,11.06049418457056,22.25078608118404,32.63963836712906,16.52953470733393,16.99020643651763,.5293402232649438
APR 2023,12.8918095591844,23.40586128146624,30.12616670023124,17.07698645793668,15.86008124790816,.6390947532734416
MAY 2023,12.73148754075415,24.84935735173417,30.18144579298235,16.67929998510072,15.08357824338763,.474831086040867
JUN 2024,13.06727335579165,21.15024451805519,34.38695263165064,14.89198132020292,15.36536528258283,1.13818289171681
SEP 2024,12.8838069676091,22.84198683168105,30.57050153333261,17.93085389540105,14.03512769442485,1.73772307755138
NOV 2024,23.02802823178566,20.5844699529699,26.13805374882888,11.61780453272958,17.49820557701966,1.133437956666193
MAY 2025,14.04829690674075,24.15324756259644,31.867847931643,13.9265457477139,13.89198643924727,2.112075412058667
SEP 2025,13.29778138648319,20.70111777681159,31.85536240702377,15.10263268432878,18.21214534149193,.8309604038606916
JAN 2026,12.71094726932742,22.81547311911109,28.75493089430945,17.58146890647456,17.05569817209267,1.081481638684743
