Date,Non-Metropolitan Area,Metropolitan Area
JUN 2021,16.26355748231435,9.608938358539769
SEP 2021,13.93458262465663,9.326165600012985
APR 2022,12.74219172253008,11.12910270436924
SEP 2022,7.895979777110512,9.861370014795821
JAN 2023,8.280421641504104,10.56047469328679
APR 2023,12.27065764920872,9.753995018350393
MAY 2023,11.67278030295235,9.974365919760016
JUN 2023,11.74575030128685,12.50076072666804
SEP 2023,16.42997205053708,12.12373382302601
JAN 2024,17.38040229431468,13.09962262421856
JUN 2024,12.17564781980654,11.6074949242256
SEP 2024,10.66193044203426,10.7909075099796
NOV 2024,15.44233602754047,12.24644218554825
MAY 2025,11.495174162048,11.14162820369783
SEP 2025,16.07244955875755,13.81077131960427
JAN 2026,13.52382331319668,12.7436393663397
