Date,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Missing
JUN 2021,4.788824219951141,4.283332582968238,18.30771066330993,6.250243428599879,65.94969517279206,.4201939323787203
SEP 2021,5.684325971313386,3.879322901151351,15.50838768278065,8.515005305369137,65.17021145706259,1.242746682322798
APR 2022,3.763478509846746,3.98310134189182,15.0439614784549,6.254548226840032,70.17561848127035,.7792919616961346
SEP 2022,2.337564965512642,2.858736222644325,11.97777764595335,19.71661817799733,62.24730701086362,.8619959770287126
JAN 2023,1.820213347474078,2.788637406869267,11.55188804057901,20.24830253223043,63.28346241253517,.3074962603121532
APR 2023,1.947947806989111,2.23506475396926,12.29670224497282,19.24517740059986,63.98849388464252,.2866139088264498
MAY 2023,2.160715897769755,2.416268355265907,13.35109435495327,19.77990762022414,61.87933868339679,.4126750883900371
JUN 2023,3.027508511509485,3.681788958652983,14.91248297792147,21.52456754542048,55.51674407210433,1.336907934391242
SEP 2023,2.289619439696054,2.894287296381121,14.64686719892245,19.64069284634728,59.79478071307703,.7337525055761185
JAN 2024,3.096527267282725,3.413555693518775,20.00265572613916,18.43157756820564,53.89938788545524,1.156295859398481
JUN 2024,2.547167325192576,4.359041912295663,21.16896499388859,16.97495772876274,54.00226897514678,.9475990647136893
SEP 2024,2.866507980113227,2.891965512010725,15.94282815266342,15.41836309487297,61.28254244575609,1.597792814583531
NOV 2024,1.586446192458628,3.199579942138825,14.40555109254324,8.306878353759224,71.22097683498467,1.280567584115416
